batch_id,deviation_scenario,deviation_severity,split,elapsed_minutes,temperature_current,temperature_mean_30,temperature_std_30,temperature_min_30,temperature_max_30,temperature_slope_30,process_pressure_current,process_pressure_mean_30,process_pressure_std_30,process_pressure_min_30,process_pressure_max_30,process_pressure_slope_30,flow_rate_current,flow_rate_mean_30,flow_rate_std_30,flow_rate_min_30,flow_rate_max_30,flow_rate_slope_30,agitator_rpm_current,agitator_rpm_mean_30,agitator_rpm_std_30,agitator_rpm_min_30,agitator_rpm_max_30,agitator_rpm_slope_30,temperature_target_30min,process_pressure_target_30min,flow_rate_target_30min,agitator_rpm_target_30min
PAR-056,None,None,train,165,64.2,64.0774,0.3722,63.5,64.8,0.005,1.23,1.1923,0.0304,1.12,1.24,0.0028,48.9,48.3903,0.5915,47.1,49.4,0.0218,0,0,0,0,0,0,63.9,1.17,48.8,0
PAR-056,None,None,train,166,64.7,64.1,0.3877,63.5,64.8,0.0082,1.21,1.1935,0.0303,1.12,1.24,0.0028,48.9,48.4355,0.575,47.1,49.4,0.0192,0,0,0,0,0,0,64.2,1.16,48.2,0
PAR-056,None,None,train,167,64.4,64.1194,0.3872,63.5,64.8,0.0081,1.22,1.1955,0.03,1.12,1.24,0.0027,48.9,48.4677,0.5721,47.1,49.4,0.0185,0,0,0,0,0,0,64.3,1.17,48.2,0
PAR-056,None,None,train,168,64.2,64.1419,0.3705,63.5,64.8,0.0046,1.2,1.1971,0.0289,1.12,1.24,0.0024,48.6,48.4903,0.563,47.1,49.4,0.0156,0,0,0,0,0,0,64,1.16,48.4,0
PAR-056,None,None,train,169,64,64.1548,0.3582,63.5,64.8,0.0002,1.2,1.199,0.0269,1.12,1.24,0.0021,48.3,48.5194,0.5282,47.1,49.4,0.0075,0,0,0,0,0,0,64,1.15,48,0
PAR-056,None,None,train,170,64.3,64.1742,0.3492,63.5,64.8,-0.0018,1.2,1.2016,0.0227,1.14,1.24,0.0016,48,48.5323,0.5101,47.1,49.4,-0.0016,0,0,0,0,0,0,63.9,1.17,47.6,0
PAR-056,None,None,train,171,64.4,64.2,0.335,63.5,64.8,-0.0042,1.17,1.2026,0.0206,1.15,1.24,0.001,47.2,48.5065,0.5547,47.1,49.4,-0.0131,0,0,0,0,0,0,63.6,1.18,47.5,0
PAR-056,None,None,train,172,64.3,64.2097,0.3335,63.5,64.8,-0.0048,1.18,1.2035,0.0188,1.16,1.24,0.0005,47.8,48.4903,0.5676,47.1,49.4,-0.0187,0,0,0,0,0,0,63.7,1.18,47.3,0
PAR-056,None,None,train,173,64.6,64.2258,0.3398,63.5,64.8,-0.0032,1.16,1.2035,0.0188,1.16,1.24,0,47.4,48.4645,0.5976,47.1,49.4,-0.0272,0,0,0,0,0,0,63.8,1.21,47.4,0
PAR-056,None,None,train,174,64.6,64.2258,0.3398,63.5,64.8,0.0015,1.16,1.2032,0.0194,1.16,1.24,-0.0005,47.3,48.4387,0.6292,47.1,49.4,-0.0366,0,0,0,0,0,0,63.7,1.2,48,0
PAR-056,None,None,train,175,64.4,64.2258,0.3398,63.5,64.8,0.0037,1.16,1.2026,0.0205,1.16,1.24,-0.0009,47.6,48.4129,0.6465,47.1,49.4,-0.0419,0,0,0,0,0,0,63.9,1.2,48.2,0
PAR-056,None,None,train,176,63.7,64.2129,0.3517,63.5,64.8,-0.0003,1.19,1.2029,0.0202,1.16,1.24,-0.0011,47.2,48.371,0.6807,47.1,49.4,-0.0487,0,0,0,0,0,0,63.7,1.21,48.2,0
PAR-056,None,None,train,177,63.4,64.1968,0.3763,63.4,64.8,-0.0073,1.2,1.2029,0.0202,1.16,1.24,-0.0012,47.1,48.3161,0.7117,47.1,49.4,-0.0536,0,0,0,0,0,0,63.9,1.23,49,0
PAR-056,None,None,train,178,63.2,64.1581,0.4133,63.2,64.8,-0.012,1.18,1.2023,0.0206,1.16,1.24,-0.0013,47.8,48.2774,0.7061,47.1,49.4,-0.0523,0,0,0,0,0,0,64.1,1.21,49.3,0
PAR-056,None,None,train,179,62.9,64.1226,0.4688,62.9,64.8,-0.0206,1.2,1.2013,0.02,1.16,1.24,-0.0012,48.1,48.2387,0.6814,47.1,49.4,-0.0468,0,0,0,0,0,0,64,1.21,49.6,0
PAR-056,None,None,train,180,63.2,64.0935,0.4964,62.9,64.8,-0.0263,1.21,1.201,0.0197,1.16,1.24,-0.001,48.3,48.2032,0.6478,47.1,49.1,-0.0389,0,0,0,0,0,0,64.3,1.22,49.2,0
PAR-056,None,None,train,181,62.9,64.0484,0.5375,62.9,64.8,-0.0322,1.22,1.201,0.0197,1.16,1.24,-0.0008,48.5,48.1903,0.6377,47.1,49.1,-0.0326,0,0,0,0,0,0,64.5,1.23,49.2,0
PAR-056,None,None,train,182,64,64.0355,0.5337,62.9,64.8,-0.0302,1.21,1.201,0.0197,1.16,1.24,-0.0007,48.6,48.1742,0.6206,47.1,49,-0.0243,0,0,0,0,0,0,64.7,1.22,49.8,0
PAR-056,None,None,train,183,63.9,64.0194,0.53,62.9,64.8,-0.0287,1.18,1.2,0.02,1.16,1.24,-0.0007,48,48.1419,0.6026,47.1,49,-0.02,0,0,0,0,0,0,65.1,1.21,49.4,0
PAR-056,None,None,train,184,63.9,63.9935,0.5155,62.9,64.8,-0.025,1.15,1.1984,0.0219,1.15,1.24,-0.001,47.4,48.0968,0.604,47.1,49,-0.0202,0,0,0,0,0,0,65.1,1.18,48.8,0
PAR-056,None,None,train,185,64.2,63.9871,0.5116,62.9,64.8,-0.0212,1.17,1.1974,0.0224,1.15,1.24,-0.0012,46.8,48.0323,0.6316,46.8,49,-0.0235,0,0,0,0,0,0,64.8,1.18,48.6,0
PAR-056,None,None,train,186,64.1,63.9677,0.4954,62.9,64.8,-0.0159,1.16,1.1961,0.0234,1.15,1.24,-0.0014,47.2,47.9871,0.6394,46.8,49,-0.0249,0,0,0,0,0,0,64.9,1.19,48.5,0
PAR-056,None,None,train,187,63.9,63.9387,0.4716,62.9,64.7,-0.0109,1.16,1.1952,0.0242,1.15,1.24,-0.0017,47.5,47.9645,0.6439,46.8,49,-0.0265,0,0,0,0,0,0,64.7,1.2,48,0
PAR-056,None,None,train,188,63.6,63.9097,0.4638,62.9,64.7,-0.0094,1.16,1.1939,0.025,1.15,1.24,-0.0018,47.4,47.9581,0.6485,46.8,49,-0.0323,0,0,0,0,0,0,64.2,1.19,47.6,0
PAR-056,None,None,train,189,63.5,63.8968,0.4694,62.9,64.7,-0.0119,1.18,1.1932,0.0251,1.15,1.24,-0.0019,48.4,48,0.6335,46.8,49,-0.0351,0,0,0,0,0,0,64.5,1.18,47.2,0
PAR-056,None,None,train,190,63.2,63.8871,0.4804,62.9,64.7,-0.0187,1.19,1.1926,0.0249,1.15,1.24,-0.0018,48.9,48.0419,0.6485,46.8,49,-0.0323,0,0,0,0,0,0,64.2,1.18,48.1,0
PAR-056,None,None,train,191,63.3,63.8677,0.4915,62.9,64.7,-0.0221,1.19,1.1916,0.0244,1.15,1.24,-0.0016,49,48.0581,0.6656,46.8,49,-0.0235,0,0,0,0,0,0,64.1,1.18,47.9,0
PAR-056,None,None,train,192,63,63.8452,0.5142,62.9,64.7,-0.0285,1.19,1.19,0.0227,1.15,1.23,-0.0013,49.1,48.0806,0.6883,46.8,49.1,-0.015,0,0,0,0,0,0,64.5,1.2,47.9,0
PAR-056,None,None,train,193,63.1,63.8258,0.5303,62.9,64.7,-0.0339,1.19,1.189,0.022,1.15,1.23,-0.0011,48.6,48.0839,0.6905,46.8,49.1,-0.0092,0,0,0,0,0,0,64.2,1.19,48,0
PAR-056,None,None,train,194,63.5,63.8161,0.5335,62.9,64.7,-0.036,1.18,1.1877,0.0214,1.15,1.23,-0.001,49.3,48.0935,0.7053,46.8,49.3,0.0041,0,0,0,0,0,0,63.6,1.17,47.7,0
PAR-056,None,None,train,195,63.9,63.8226,0.5332,62.9,64.7,-0.0363,1.17,1.1861,0.0207,1.15,1.23,-0.0009,48.8,48.0935,0.7053,46.8,49.3,0.0129,0,0,0,0,0,0,63.3,1.17,47.5,0
PAR-056,None,None,train,196,64.2,63.8226,0.5332,62.9,64.7,-0.0316,1.16,1.1839,0.0196,1.15,1.22,-0.0008,48.2,48.071,0.6901,46.8,49.3,0.0188,0,0,0,0,0,0,63.2,1.19,47.8,0
PAR-056,None,None,train,197,64.3,63.8097,0.5164,62.9,64.6,-0.023,1.17,1.1826,0.0192,1.15,1.22,-0.0007,48.2,48.0484,0.6739,46.8,49.3,0.0249,0,0,0,0,0,0,63.6,1.17,47.2,0
PAR-056,None,None,train,198,64,63.7968,0.5064,62.9,64.6,-0.0181,1.16,1.1806,0.0183,1.15,1.22,-0.0006,48.4,48.0323,0.6591,46.8,49.3,0.0325,0,0,0,0,0,0,64.1,1.17,47.4,0
PAR-056,None,None,train,199,64,63.7903,0.5025,62.9,64.6,-0.0142,1.15,1.179,0.0187,1.15,1.22,-0.0006,48,48.0129,0.6509,46.8,49.3,0.036,0,0,0,0,0,0,64.5,1.18,47.8,0
PAR-056,None,None,train,200,63.9,63.7871,0.5014,62.9,64.6,-0.0122,1.17,1.1781,0.0184,1.15,1.22,-0.0006,47.6,47.9903,0.6527,46.8,49.3,0.0354,0,0,0,0,0,0,64.4,1.16,48.2,0
PAR-056,None,None,train,201,63.6,63.7645,0.4935,62.9,64.6,-0.01,1.18,1.1774,0.018,1.15,1.22,-0.0004,47.5,47.9742,0.6584,46.8,49.3,0.0325,0,0,0,0,0,0,64.9,1.15,47.6,0
PAR-056,None,None,train,202,63.7,63.7419,0.4798,62.9,64.6,-0.0063,1.18,1.1777,0.0179,1.15,1.22,-0.0004,47.3,47.9774,0.6549,46.8,49.3,0.0234,0,0,0,0,0,0,65,1.15,47.8,0
PAR-056,None,None,train,203,63.8,63.7258,0.469,62.9,64.6,-0.0024,1.21,1.1787,0.0188,1.15,1.22,-0.0002,47.4,47.9645,0.6621,46.8,49.3,0.0187,0,0,0,0,0,0,64.9,1.15,48.2,0
PAR-056,None,None,train,204,63.7,63.6968,0.441,62.9,64.6,0.0031,1.2,1.18,0.0188,1.15,1.22,-0.0002,48,47.9839,0.6541,46.8,49.3,0.0153,0,0,0,0,0,0,64.5,1.17,48.4,0
PAR-056,None,None,train,205,63.9,63.6742,0.4111,62.9,64.4,0.0102,1.2,1.1813,0.0188,1.15,1.22,-0.0002,48.2,48.0129,0.6429,46.8,49.3,0.0122,0,0,0,0,0,0,65.1,1.18,49.1,0
PAR-056,None,None,train,206,63.7,63.6516,0.3893,62.9,64.3,0.015,1.21,1.1829,0.019,1.15,1.22,-0.0002,48.2,48.0323,0.6392,46.8,49.3,0.0107,0,0,0,0,0,0,64.9,1.19,49.1,0
PAR-056,None,None,train,207,63.9,63.6581,0.3917,62.9,64.3,0.0168,1.23,1.1842,0.0208,1.15,1.23,0.0001,49,48.0903,0.6428,46.8,49.3,0.0112,0,0,0,0,0,0,64.4,1.19,49.7,0
PAR-056,None,None,train,208,64.1,63.6806,0.3963,62.9,64.3,0.0178,1.21,1.1845,0.0211,1.15,1.23,0.0004,49.3,48.1613,0.6509,46.8,49.3,0.0121,0,0,0,0,0,0,64.7,1.17,49.6,0
PAR-056,None,None,train,209,64,63.7065,0.3901,62.9,64.3,0.0167,1.21,1.1855,0.0215,1.15,1.23,0.0005,49.6,48.2194,0.6949,46.8,49.6,0.0185,0,0,0,0,0,0,65,1.18,49.5,0
PAR-056,None,None,train,210,64.3,63.7516,0.3749,62.9,64.3,0.015,1.22,1.1861,0.0222,1.15,1.23,0.0008,49.2,48.2548,0.7156,46.8,49.6,0.0236,0,0,0,0,0,0,64.8,1.19,49.6,0
PAR-056,None,None,train,211,64.5,63.7935,0.3835,62.9,64.5,0.016,1.23,1.1868,0.0232,1.15,1.23,0.0013,49.2,48.2839,0.7349,46.8,49.6,0.0296,0,0,0,0,0,0,64.7,1.19,48.6,0
PAR-056,None,None,train,212,64.7,63.8516,0.38,63,64.7,0.0157,1.22,1.1868,0.0232,1.15,1.23,0.0017,49.8,48.3258,0.7816,46.8,49.8,0.0402,0,0,0,0,0,0,65.2,1.2,48.5,0
PAR-056,None,None,train,213,65.1,63.8871,0.439,63,65.1,0.0242,1.21,1.1868,0.0232,1.15,1.23,0.002,49.4,48.3516,0.8032,46.8,49.8,0.0485,0,0,0,0,0,0,65.1,1.21,49.1,0
PAR-056,None,None,train,214,65.1,63.9258,0.4886,63,65.1,0.0317,1.18,1.1868,0.0232,1.15,1.23,0.0019,48.8,48.3774,0.8043,46.8,49.8,0.0489,0,0,0,0,0,0,65.1,1.21,49.3,0
PAR-056,None,None,train,215,64.8,63.9548,0.5123,63,65.1,0.0368,1.18,1.1877,0.0222,1.15,1.23,0.0016,48.6,48.4161,0.785,46.8,49.8,0.044,0,0,0,0,0,0,65.1,1.21,48.9,0
PAR-056,None,None,train,216,64.9,63.9774,0.5374,63,65.1,0.0441,1.19,1.1884,0.022,1.15,1.23,0.0015,48.5,48.471,0.7274,47.2,49.8,0.034,0,0,0,0,0,0,64.8,1.21,49.1,0
PAR-056,None,None,train,217,64.7,63.9968,0.5521,63,65.1,0.0492,1.2,1.1897,0.0215,1.15,1.23,0.0014,48,48.4968,0.6954,47.3,49.8,0.023,0,0,0,0,0,0,64.9,1.2,49.2,0
PAR-056,None,None,train,218,64.2,64.0065,0.553,63,65.1,0.0498,1.19,1.1906,0.0208,1.15,1.23,0.0012,47.6,48.5,0.691,47.3,49.8,0.0111,0,0,0,0,0,0,65,1.18,49.1,0
PAR-056,None,None,train,219,64.5,64.0355,0.5545,63,65.1,0.0502,1.18,1.1913,0.0201,1.15,1.23,0.0009,47.2,48.4935,0.702,47.2,49.8,-0.0038,0,0,0,0,0,0,65.5,1.17,49.6,0
PAR-056,None,None,train,220,64.2,64.0581,0.5464,63,65.1,0.0477,1.18,1.1913,0.0201,1.15,1.23,0.0008,48.1,48.4839,0.7053,47.2,49.8,-0.0068,0,0,0,0,0,0,65.2,1.19,49.4,0
PAR-056,None,None,train,221,64.1,64.0871,0.5235,63,65.1,0.0425,1.18,1.191,0.0202,1.15,1.23,0.0007,47.9,48.4516,0.7084,47.2,49.8,-0.0077,0,0,0,0,0,0,65.6,1.18,48.7,0
PAR-056,None,None,train,222,64.5,64.1258,0.508,63,65.1,0.0399,1.2,1.1913,0.0203,1.15,1.23,0.0008,47.9,48.4161,0.7076,47.2,49.8,-0.0075,0,0,0,0,0,0,65.6,1.17,47.4,0
PAR-056,None,None,train,223,64.2,64.1645,0.4646,63.1,65.1,0.0331,1.19,1.1913,0.0203,1.15,1.23,0.0007,48,48.3806,0.7,47.2,49.8,-0.0056,0,0,0,0,0,0,65.2,1.17,47.8,0
PAR-056,None,None,train,224,63.6,64.1806,0.4351,63.5,65.1,0.0228,1.17,1.1906,0.0206,1.15,1.23,0.0006,47.7,48.3516,0.7089,47.2,49.8,-0.0083,0,0,0,0,0,0,65.3,1.17,47.4,0
PAR-056,None,None,train,225,63.3,64.1742,0.4465,63.3,65.1,0.0131,1.17,1.1903,0.0209,1.15,1.23,0.0004,47.5,48.2935,0.7025,47.2,49.8,-0.0073,0,0,0,0,0,0,65.2,1.17,47.8,0
PAR-056,None,None,train,226,63.2,64.1516,0.4765,63.2,65.1,0.0054,1.19,1.191,0.0205,1.15,1.23,0.0003,47.8,48.2613,0.7015,47.2,49.8,-0.007,0,0,0,0,0,0,65.1,1.16,47.7,0
PAR-056,None,None,train,227,63.6,64.1323,0.4862,63.2,65.1,0.0024,1.17,1.1913,0.0201,1.15,1.23,0,47.2,48.229,0.7261,47.2,49.8,-0.0138,0,0,0,0,0,0,65,1.17,48,0
PAR-056,None,None,train,228,64.1,64.1258,0.4852,63.2,65.1,0.0033,1.17,1.1913,0.0201,1.15,1.23,-0.0003,47.4,48.2032,0.7407,47.2,49.8,-0.019,0,0,0,0,0,0,65.2,1.16,48.1,0
PAR-056,None,None,train,229,64.5,64.1419,0.4891,63.2,65.1,0.0047,1.18,1.1919,0.0194,1.15,1.23,-0.0006,47.8,48.1839,0.7432,47.2,49.8,-0.0202,0,0,0,0,0,0,65.5,1.18,47.8,0
PAR-056,None,None,train,230,64.4,64.1548,0.4904,63.2,65.1,0.0054,1.16,1.1923,0.0188,1.16,1.23,-0.001,48.2,48.1903,0.7424,47.2,49.8,-0.0213,0,0,0,0,0,0,65.6,1.18,47.2,0
PAR-056,None,None,train,231,64.9,64.1871,0.5053,63.2,65.1,0.0082,1.15,1.1916,0.0199,1.15,1.23,-0.0014,47.6,48.1903,0.7424,47.2,49.8,-0.0287,0,0,0,0,0,0,65.6,1.18,46.5,0
PAR-056,None,None,train,232,65,64.2323,0.5133,63.2,65.1,0.0094,1.15,1.1906,0.0211,1.15,1.23,-0.0018,47.8,48.2,0.7353,47.2,49.8,-0.0355,0,0,0,0,0,0,65.7,1.18,47,0
PAR-056,None,None,train,233,64.9,64.271,0.5169,63.2,65.1,0.01,1.15,1.1897,0.0222,1.15,1.23,-0.0021,48.2,48.229,0.7167,47.2,49.8,-0.0413,0,0,0,0,0,0,65.9,1.17,47.1,0
PAR-056,None,None,train,234,64.5,64.2935,0.5111,63.2,65.1,0.0083,1.17,1.1884,0.0222,1.15,1.23,-0.0021,48.4,48.2613,0.701,47.2,49.8,-0.0456,0,0,0,0,0,0,66.1,1.18,46.5,0
PAR-056,None,None,train,235,65.1,64.3387,0.5185,63.2,65.1,0.0094,1.18,1.1877,0.0221,1.15,1.23,-0.0021,49.1,48.2968,0.7146,47.2,49.8,-0.0422,0,0,0,0,0,0,66.7,1.19,47.1,0
PAR-056,None,None,train,236,64.9,64.371,0.5213,63.2,65.1,0.0099,1.19,1.1874,0.022,1.15,1.23,-0.002,49.1,48.3258,0.7282,47.2,49.8,-0.038,0,0,0,0,0,0,66.4,1.2,46.7,0
PAR-056,None,None,train,237,64.4,64.3935,0.5067,63.2,65.1,0.0058,1.19,1.1868,0.0216,1.15,1.23,-0.0018,49.7,48.3742,0.7671,47.2,49.8,-0.0305,0,0,0,0,0,0,66.4,1.2,46.3,0
PAR-056,None,None,train,238,64.7,64.4194,0.5012,63.2,65.1,0.0044,1.17,1.1848,0.0203,1.15,1.23,-0.0016,49.6,48.3935,0.7898,47.2,49.8,-0.019,0,0,0,0,0,0,66.4,1.21,46.3,0
PAR-056,None,None,train,239,65,64.4484,0.5079,63.2,65.1,0.0059,1.18,1.1839,0.0198,1.15,1.23,-0.0015,49.5,48.4,0.798,47.2,49.8,-0.0065,0,0,0,0,0,0,65.7,1.22,47,0
PAR-056,None,None,train,240,64.8,64.4742,0.5048,63.2,65.1,0.0051,1.19,1.1832,0.0192,1.15,1.23,-0.0013,49.6,48.4,0.798,47.2,49.8,0.0085,0,0,0,0,0,0,65.4,1.21,46.9,0
PAR-056,None,None,train,241,64.7,64.4871,0.5053,63.2,65.1,0.0054,1.19,1.1823,0.0181,1.15,1.23,-0.001,48.6,48.3806,0.7855,47.2,49.8,0.0149,0,0,0,0,0,0,65,1.21,47.5,0
PAR-056,None,None,train,242,65.2,64.5097,0.5208,63.2,65.2,0.0098,1.2,1.1813,0.0162,1.15,1.22,-0.0006,48.5,48.3581,0.7716,47.2,49.8,0.0209,0,0,0,0,0,0,65,1.2,46.9,0
PAR-056,None,None,train,243,65.1,64.5226,0.5302,63.2,65.2,0.0146,1.21,1.181,0.0155,1.15,1.21,-0.0002,49.1,48.3355,0.7386,47.2,49.7,0.0347,0,0,0,0,0,0,65.2,1.2,46.3,0
PAR-056,None,None,train,244,65.1,64.5226,0.5302,63.2,65.2,0.0218,1.21,1.181,0.0155,1.15,1.21,0.0002,49.3,48.3323,0.7341,47.2,49.7,0.0474,0,0,0,0,0,0,65.1,1.19,46.7,0
PAR-056,None,None,train,245,65.1,64.5226,0.5302,63.2,65.2,0.029,1.21,1.1819,0.0163,1.15,1.21,0.0004,48.9,48.3355,0.7364,47.2,49.7,0.0538,0,0,0,0,0,0,65.5,1.17,46.7,0
PAR-056,None,None,train,246,64.8,64.5226,0.5302,63.2,65.2,0.0325,1.21,1.1829,0.0171,1.15,1.21,0.0005,49.1,48.3516,0.7474,47.2,49.7,0.0602,0,0,0,0,0,0,65.9,1.16,46.7,0
PAR-056,None,None,train,247,64.9,64.5226,0.5302,63.2,65.2,0.0372,1.2,1.1832,0.0173,1.15,1.21,0.0007,49.2,48.3742,0.762,47.2,49.7,0.0663,0,0,0,0,0,0,65.6,1.16,46.6,0
PAR-056,None,None,train,248,65,64.5323,0.536,63.2,65.2,0.0412,1.18,1.1826,0.017,1.15,1.21,0.0008,49.1,48.4097,0.7693,47.2,49.7,0.0682,0,0,0,0,0,0,65.2,1.17,46.7,0
PAR-056,None,None,train,249,65.5,64.5742,0.5588,63.2,65.5,0.0449,1.17,1.1819,0.0171,1.15,1.21,0.0007,49.6,48.4742,0.7825,47.2,49.7,0.0702,0,0,0,0,0,0,65.4,1.19,46.7,0
PAR-056,None,None,train,250,65.2,64.5968,0.5694,63.2,65.5,0.0482,1.19,1.1823,0.0172,1.15,1.21,0.0008,49.4,48.5452,0.7632,47.2,49.7,0.0676,0,0,0,0,0,0,65.4,1.23,47.5,0
PAR-056,None,None,train,251,65.6,64.6419,0.5912,63.2,65.6,0.0517,1.18,1.1823,0.0172,1.15,1.21,0.0007,48.7,48.5645,0.7593,47.2,49.7,0.0656,0,0,0,0,0,0,65.5,1.24,47,0
PAR-056,None,None,train,252,65.6,64.6903,0.6061,63.2,65.6,0.054,1.17,1.1819,0.0173,1.15,1.21,0.0007,47.4,48.5484,0.7783,47.2,49.7,0.0543,0,0,0,0,0,0,65.9,1.25,47.5,0
PAR-056,None,None,train,253,65.2,64.7129,0.6116,63.2,65.6,0.0559,1.17,1.181,0.0171,1.15,1.21,0.0007,47.8,48.5452,0.7812,47.2,49.7,0.0456,0,0,0,0,0,0,65.7,1.25,48.2,0
PAR-056,None,None,train,254,65.3,64.7484,0.6127,63.2,65.6,0.0561,1.17,1.1803,0.0171,1.15,1.21,0.0007,47.4,48.5258,0.8016,47.2,49.7,0.0352,0,0,0,0,0,0,65.4,1.23,48.2,0
PAR-056,None,None,train,255,65.2,64.8,0.5803,63.2,65.6,0.0515,1.17,1.1803,0.0171,1.15,1.21,0.0006,47.8,48.529,0.7985,47.2,49.7,0.0254,0,0,0,0,0,0,65.3,1.23,48.6,0
PAR-056,None,None,train,256,65.1,64.8581,0.5135,63.2,65.6,0.0436,1.16,1.18,0.0174,1.15,1.21,0.0004,47.7,48.5355,0.7909,47.2,49.7,0.0138,0,0,0,0,0,0,65.5,1.23,48.9,0
PAR-056,None,None,train,257,65,64.9161,0.4151,63.6,65.6,0.0337,1.17,1.1794,0.0174,1.15,1.21,0.0004,48,48.5419,0.7857,47.2,49.7,0.0058,0,0,0,0,0,0,65.3,1.24,49.1,0
PAR-056,None,None,train,258,65.2,64.9677,0.3411,64.1,65.6,0.027,1.16,1.179,0.0177,1.15,1.21,0.0002,48.1,48.571,0.7514,47.4,49.7,-0.0055,0,0,0,0,0,0,65.3,1.22,49,0
PAR-056,None,None,train,259,65.5,65.0129,0.3149,64.4,65.6,0.0246,1.18,1.1794,0.0176,1.15,1.21,0.0001,47.8,48.5839,0.7345,47.4,49.7,-0.0177,0,0,0,0,0,0,65.3,1.21,48.6,0
PAR-056,None,None,train,260,65.6,65.0484,0.3171,64.4,65.6,0.0248,1.18,1.1794,0.0176,1.15,1.21,0.0002,47.2,48.5645,0.7622,47.2,49.7,-0.0312,0,0,0,0,0,0,65.6,1.19,48.9,0
PAR-056,None,None,train,261,65.6,65.0871,0.3087,64.4,65.6,0.024,1.18,1.18,0.0172,1.15,1.21,0,46.5,48.5097,0.8433,46.5,49.7,-0.046,0,0,0,0,0,0,65.5,1.2,48.8,0
PAR-056,None,None,train,262,65.7,65.1129,0.325,64.4,65.7,0.0265,1.18,1.181,0.0163,1.15,1.21,-0.0002,47,48.4903,0.8704,46.5,49.7,-0.061,0,0,0,0,0,0,65,1.21,49,0
PAR-056,None,None,train,263,65.9,65.1419,0.3527,64.4,65.9,0.0305,1.17,1.1816,0.0155,1.15,1.21,-0.0004,47.1,48.4677,0.8967,46.5,49.7,-0.0739,0,0,0,0,0,0,64.9,1.22,49.2,0
PAR-056,None,None,train,264,66.1,65.1806,0.3881,64.4,66.1,0.0348,1.18,1.1826,0.0144,1.16,1.21,-0.0006,46.5,48.4129,0.9611,46.5,49.7,-0.0875,0,0,0,0,0,0,65.5,1.23,49,0
PAR-056,None,None,train,265,66.7,65.2516,0.4529,64.4,66.7,0.0396,1.19,1.1832,0.0142,1.16,1.21,-0.0007,47.1,48.371,0.9887,46.5,49.7,-0.0955,0,0,0,0,0,0,65.4,1.21,48.6,0
PAR-056,None,None,train,266,66.4,65.2935,0.4951,64.4,66.7,0.0455,1.2,1.1839,0.0145,1.16,1.21,-0.0006,46.7,48.2935,1.022,46.5,49.7,-0.1009,0,0,0,0,0,0,65.1,1.21,47.1,0
PAR-056,None,None,train,267,66.4,65.3419,0.5266,64.4,66.7,0.0497,1.2,1.1842,0.0148,1.16,1.21,-0.0005,46.3,48.2032,1.0694,46.3,49.7,-0.1078,0,0,0,0,0,0,65.4,1.2,47.5,0
PAR-056,None,None,train,268,66.4,65.4065,0.5297,64.7,66.7,0.05,1.21,1.1848,0.0154,1.16,1.21,-0.0003,46.3,48.0935,1.0845,46.3,49.6,-0.1096,0,0,0,0,0,0,64.9,1.21,47.3,0
PAR-056,None,None,train,269,65.7,65.4387,0.516,64.7,66.7,0.0472,1.22,1.1865,0.0164,1.16,1.22,-0.0001,47,48.0097,1.0651,46.3,49.6,-0.1065,0,0,0,0,0,0,65,1.22,47.6,0
PAR-056,None,None,train,270,65.4,65.4516,0.5098,64.7,66.7,0.0442,1.21,1.1874,0.0168,1.16,1.22,0,46.9,47.9258,1.0466,46.3,49.6,-0.1036,0,0,0,0,0,0,65.3,1.22,48,0
PAR-056,None,None,train,271,65,65.4581,0.5027,64.7,66.7,0.0372,1.21,1.1881,0.0173,1.16,1.22,0.0001,47.5,47.8581,1.0031,46.3,49.6,-0.0954,0,0,0,0,0,0,65.4,1.22,47.9,0
PAR-056,None,None,train,272,65,65.4677,0.4908,64.8,66.7,0.0296,1.2,1.1884,0.0174,1.16,1.22,0.0002,46.9,47.8032,1.0075,46.3,49.6,-0.0964,0,0,0,0,0,0,65.5,1.22,48,0
PAR-056,None,None,train,273,65.2,65.4677,0.4908,64.8,66.7,0.0262,1.2,1.1884,0.0174,1.16,1.22,0.0003,46.3,47.7323,1.0331,46.3,49.6,-0.101,0,0,0,0,0,0,65.7,1.21,47.9,0
PAR-056,None,None,train,274,65.1,65.4677,0.4908,64.8,66.7,0.0216,1.19,1.1877,0.017,1.16,1.22,0.0005,46.7,47.6548,1.0175,46.3,49.6,-0.0984,0,0,0,0,0,0,65.4,1.22,47.4,0
PAR-056,None,None,train,275,65.5,65.4806,0.4862,64.8,66.7,0.0194,1.17,1.1865,0.0168,1.16,1.22,0.0005,46.7,47.571,0.9851,46.3,49.6,-0.0936,0,0,0,0,0,0,65.5,1.22,47.5,0
PAR-056,None,None,train,276,65.9,65.5065,0.4866,64.8,66.7,0.0195,1.16,1.1848,0.0168,1.16,1.22,0.0005,46.7,47.5,0.9659,46.3,49.6,-0.0903,0,0,0,0,0,0,65.9,1.21,47.5,0
PAR-056,None,None,train,277,65.6,65.5323,0.4693,64.9,66.7,0.0155,1.16,1.1832,0.0167,1.16,1.22,0.0005,46.6,47.4194,0.9327,46.3,49.6,-0.0854,0,0,0,0,0,0,66.1,1.23,48,0
PAR-056,None,None,train,278,65.2,65.5419,0.4592,65,66.7,0.0094,1.17,1.1823,0.0166,1.16,1.22,0.0006,46.7,47.3387,0.882,46.3,49.6,-0.0783,0,0,0,0,0,0,65.9,1.22,48.5,0
