batch_id,elapsed_minutes,temperature,process_pressure,flow_rate,agitator_rpm
PAR-075,278,66,1.18,47.8,0
PAR-075,279,66.2,1.17,48.2,0
PAR-075,280,66,1.18,48.5,0
PAR-075,281,66.6,1.21,48.3,0
PAR-075,282,66.2,1.2,48.6,0
PAR-075,283,66.6,1.21,48.4,0
PAR-075,284,67,1.22,48.3,0
PAR-075,285,67,1.22,47.9,0
PAR-075,286,66.8,1.21,48.1,0
PAR-075,287,66.5,1.21,48.2,0
PAR-075,288,66.2,1.22,47.8,0
PAR-075,289,66,1.23,48.7,0
PAR-075,290,65.9,1.2,48.6,0
PAR-075,291,65.9,1.19,48.3,0
PAR-075,292,65.7,1.18,47.4,0
PAR-075,293,65.6,1.19,47,0
PAR-075,294,65.1,1.18,46.5,0
PAR-075,295,65.5,1.18,46,0
PAR-075,296,65.6,1.16,46.1,0
PAR-075,297,65.3,1.15,45.8,0
PAR-075,298,65.5,1.15,45.5,0
PAR-075,299,65.6,1.15,45.1,0
PAR-075,300,65.4,1.12,45.1,0
PAR-075,301,65.2,1.14,44.8,0
PAR-075,302,65.2,1.14,45,0
PAR-075,303,65.3,1.15,45.1,0
PAR-075,304,65,1.17,45.2,0
PAR-075,305,65,1.16,45,0
PAR-075,306,65.2,1.18,45.9,0
PAR-075,307,65.4,1.2,47,0
PAR-075,308,65.7,1.21,47.7,0
PAR-075,309,65.4,1.21,48.8,0
PAR-075,310,65.5,1.22,48.8,0
PAR-075,311,65.8,1.21,49.3,0
PAR-075,312,66.2,1.21,49.1,0
PAR-075,313,66,1.2,49.1,0
PAR-075,314,65.7,1.16,48.9,0
PAR-075,315,65.8,1.16,48.5,0
PAR-075,316,66.3,1.17,48.9,0
PAR-075,317,66.8,1.17,49,0
PAR-075,318,66.7,1.19,48.7,0
PAR-075,319,66.9,1.18,48.8,0
PAR-075,320,67,1.19,48.2,0
PAR-075,321,66.9,1.21,48.3,0
PAR-075,322,67.1,1.21,49,0
PAR-075,323,67.2,1.21,49.7,0
PAR-075,324,67.3,1.22,50,0
PAR-075,325,66.9,1.22,49.6,0
PAR-075,326,66.7,1.22,50.1,0
PAR-075,327,66.8,1.2,49.8,0
PAR-075,328,66.4,1.2,49.6,0
PAR-075,329,66.4,1.21,49.9,0
PAR-075,330,66.5,1.21,49.9,0
PAR-075,331,66.5,1.21,49.5,0
PAR-075,332,66.3,1.21,49,0
PAR-075,333,66,1.19,48.2,0
PAR-075,334,66.5,1.2,48.2,0
PAR-075,335,66.7,1.21,47.6,0
PAR-075,336,66.9,1.22,48.6,0
PAR-075,337,66.4,1.22,49.4,0
PAR-075,338,66.3,1.23,49.7,0
PAR-075,339,66.2,1.21,49.5,0
PAR-075,340,65.9,1.21,49.9,0
PAR-075,341,66.2,1.21,49.5,0
PAR-075,342,66.4,1.22,49.8,0
PAR-075,343,66,1.24,50.1,0
PAR-075,344,66,1.22,49.8,0
PAR-075,345,66.3,1.24,50.2,0
PAR-075,346,66.6,1.24,50.2,0
PAR-075,347,66.2,1.21,49.2,0
PAR-075,348,66.8,1.21,49,0
PAR-075,349,66.9,1.19,48.4,0
PAR-075,350,66.8,1.18,47.6,0
PAR-075,351,66.4,1.19,48.3,0
PAR-075,352,66.3,1.21,48.4,0
PAR-075,353,66.1,1.19,48.7,0
PAR-075,354,66.5,1.19,47.5,0
PAR-075,355,66.3,1.18,45.3,0
PAR-075,356,65.7,1.17,41.7,0
PAR-075,357,65.3,1.16,37.6,0
PAR-075,358,64.9,1.15,33.7,0
PAR-075,359,64.3,1.13,29.3,0
PAR-075,360,64.4,1.14,24.9,0
PAR-075,361,63.7,1.12,19.6,0
PAR-075,362,62.5,1.09,15.4,0
PAR-075,363,61,1.08,12.2,0
PAR-075,364,60.2,1.06,9.4,0
PAR-075,365,59.6,1.04,6.8,0
PAR-075,366,59,1.03,5.4,0
PAR-075,367,58.3,1.03,4.6,0
PAR-075,368,58.1,1,3.3,0
PAR-075,369,57,0.99,2.3,0
PAR-075,370,55.3,0.98,1.5,0
PAR-075,371,54.8,0.97,1,0
PAR-075,372,54.3,0.97,0.5,0
PAR-075,373,53.5,0.97,0.8,0
PAR-075,374,52.5,0.98,0.9,0
PAR-075,375,52.3,1.01,0.7,0
PAR-075,376,51.5,1.01,0.4,0
PAR-075,377,50.5,1.01,1.4,0
PAR-075,378,49.1,1,1.7,0
PAR-075,379,48.6,1.01,2,0
PAR-075,380,47.5,1.02,1.8,0
PAR-076,0,22.8,1.01,0,0
PAR-076,1,23,1.01,0,0
PAR-076,2,22.8,1.01,0,0
PAR-076,3,23,1.01,0,0
PAR-076,4,23.1,1.01,0,0
PAR-076,5,23.5,1.01,0,0
PAR-076,6,23.3,1.01,0,0
PAR-076,7,23.3,1.01,0,0
PAR-076,8,23.2,1.01,0,0
PAR-076,9,23.5,1.01,0,0
PAR-076,10,23.6,1.01,0,0
PAR-076,11,23.7,1.01,0,0
PAR-076,12,24.2,1.01,0,0
PAR-076,13,24.4,1.01,0,0
PAR-076,14,24,1.01,0,0
PAR-076,15,24.2,1.01,0,0
PAR-076,16,23.8,1.01,0,0
PAR-076,17,23.3,1.01,0,0
PAR-076,18,23.3,1.01,0,0
PAR-076,19,22.8,1.01,0,0
PAR-076,20,22.7,1.01,0,0
PAR-076,21,22.8,1.01,0,0
PAR-076,22,22.7,1.01,0,0
PAR-076,23,22.6,1.01,0,0
PAR-076,24,22.6,1.01,0,0
PAR-076,25,22.3,1.01,0,0
PAR-076,26,22.4,1.01,0,0
PAR-076,27,22.4,1.01,0,1
PAR-076,28,22.7,1.01,0,3
PAR-076,29,22.8,1.01,0,5
PAR-076,30,22.5,1.01,0,8
PAR-076,31,23.1,1.01,0,11
PAR-076,32,23.1,1.01,0,13
PAR-076,33,24.1,1.01,0,15
PAR-076,34,24.4,1.01,0,16
PAR-076,35,24.9,1.01,0,16
PAR-076,36,25.7,1.01,0,17
PAR-076,37,25.3,1.01,0,17
PAR-076,38,25.7,1.01,0,17
PAR-076,39,26.2,1.01,0,17
PAR-076,40,26.7,1.01,0,18
PAR-076,41,26.4,1.01,0,18
PAR-076,42,27.2,1.01,0,17
PAR-076,43,27.6,1.01,0,18
PAR-076,44,28,1.01,0,17
PAR-076,45,28.2,1.01,0,18
PAR-076,46,28.6,1.01,0,18
PAR-076,47,28.8,1.01,0,18
PAR-076,48,28.8,1.01,0,19
PAR-076,49,28.8,1.01,0,20
PAR-076,50,29.2,1.01,0,21
PAR-076,51,30,1.01,0,21
PAR-076,52,29.7,1.01,0,21
PAR-076,53,29.8,1.01,0.1,21
PAR-076,54,30,1.01,0.1,21
PAR-076,55,30.6,1.01,0,22
PAR-076,56,31.6,1.01,0.1,22
PAR-076,57,31.4,1.01,0,22
PAR-076,58,31.9,1.01,0,22
PAR-076,59,32.2,1.01,0,22
PAR-076,60,31.9,1.01,0,22
PAR-076,61,31.9,1.01,0,22
PAR-076,62,32,1.01,0,22
PAR-076,63,32.2,1.01,0,22
PAR-076,64,32.1,1.01,0,22
PAR-076,65,32.2,1.01,0,22
PAR-076,66,32.5,1.01,0,22
PAR-076,67,32.9,1.01,0,22
PAR-076,68,33.2,1.01,0,22
PAR-076,69,33.3,1.01,0,21
PAR-076,70,33.4,1.01,0,18
PAR-076,71,33.6,1.01,0,16
PAR-076,72,34.1,1.01,0,12
PAR-076,73,34.3,1.01,0,8
PAR-076,74,34.5,1.01,0,6
PAR-076,75,35.2,1.01,0,4
PAR-076,76,35,1.01,0,3
PAR-076,77,35.2,1.01,0,2
PAR-076,78,34.8,1.01,0,1
PAR-076,79,34.1,1.01,0,1
PAR-076,80,33.8,1.01,0,1
PAR-076,81,33.7,1.01,0,1
PAR-076,82,33.7,1.01,0,1
PAR-076,83,33.3,1.02,0,0
PAR-076,84,33.2,1.02,1,0
PAR-076,85,33.2,1.02,3.3,0
PAR-076,86,34,1.02,6.7,0
PAR-076,87,34.2,1.01,10.6,0
PAR-076,88,34,1.03,15.5,0
PAR-076,89,34.5,1.05,20.1,0
PAR-076,90,35.1,1.06,25.6,0
PAR-076,91,35.8,1.06,29.8,0
PAR-076,92,36.4,1.08,32.5,0
PAR-076,93,37.5,1.1,35,0
PAR-076,94,37.9,1.11,37.3,0
PAR-076,95,38.9,1.13,39.4,0
PAR-076,96,39.5,1.13,41.5,0
PAR-076,97,39.9,1.14,41.7,0
PAR-076,98,41,1.13,42.7,0
PAR-076,99,42.2,1.15,43.3,0
PAR-076,100,43.4,1.16,44.7,0
PAR-076,101,44.4,1.18,45.6,0
PAR-076,102,45,1.19,46,0
PAR-076,103,45.6,1.18,46.4,0
PAR-076,104,46.1,1.16,46.5,0
PAR-076,105,46.6,1.16,46.2,0
PAR-076,106,47.7,1.16,46.9,0
PAR-076,107,48.7,1.16,47.1,0
PAR-076,108,49.7,1.16,47.2,0
PAR-076,109,50.4,1.16,47.1,0
PAR-076,110,51.2,1.17,47.7,0
PAR-076,111,52,1.19,48.4,0
PAR-076,112,52.8,1.2,48.9,0
PAR-076,113,53.6,1.19,48.9,0
PAR-076,114,54,1.18,48.8,0
PAR-076,115,55.2,1.18,48.6,0
PAR-076,116,55.2,1.19,48.8,0
PAR-076,117,55.8,1.18,48.8,0
PAR-076,118,57.1,1.18,49.3,0
PAR-076,119,57.6,1.2,48.8,0
PAR-076,120,58.8,1.21,48.7,0
PAR-076,121,59.3,1.2,48.8,0
PAR-076,122,60.3,1.19,48.3,0
PAR-076,123,60.6,1.18,48,0
PAR-076,124,61.3,1.18,47.7,0
PAR-076,125,61.6,1.18,47.2,0
PAR-076,126,62.6,1.19,47.7,0
PAR-076,127,62.9,1.2,48.3,0
PAR-076,128,63.2,1.23,49.1,0
PAR-076,129,63.2,1.22,48.3,0
PAR-076,130,63,1.21,49,0
PAR-076,131,63.6,1.21,48.8,0
PAR-076,132,64.2,1.2,48.7,0
PAR-076,133,64,1.19,48,0
PAR-076,134,64.2,1.19,47.4,0
PAR-076,135,64.4,1.18,47.3,0
PAR-076,136,64.1,1.15,47,0
PAR-076,137,64.4,1.16,47.5,0
PAR-076,138,64.3,1.15,47.2,0
PAR-076,139,64,1.14,47,0
PAR-076,140,64.3,1.16,46.7,0
PAR-076,141,64.7,1.16,47.1,0
PAR-076,142,64.5,1.19,46.7,0
PAR-076,143,64.4,1.19,47,0
PAR-076,144,64.4,1.2,46.8,0
PAR-076,145,64.4,1.19,46.7,0
PAR-076,146,64.8,1.19,46.3,0
PAR-076,147,64.5,1.18,46.8,0
PAR-076,148,64.9,1.17,46.4,0
PAR-076,149,64.5,1.17,47.8,0
PAR-076,150,64.4,1.17,47.9,0
PAR-076,151,64.5,1.19,47.5,0
PAR-076,152,63.8,1.18,48.2,0
PAR-076,153,64.2,1.17,47.3,0
PAR-076,154,64.3,1.17,47.1,0
PAR-076,155,64.4,1.17,46.8,0
PAR-076,156,64.3,1.17,47.3,0
PAR-076,157,64.1,1.18,46.9,0
PAR-076,158,63.8,1.18,47.4,0
PAR-076,159,64.1,1.17,47.8,0
PAR-076,160,63.8,1.18,47.3,0
PAR-076,161,63.7,1.19,47.8,0
PAR-076,162,63.4,1.19,48.1,0
PAR-076,163,63.2,1.2,49.3,0
PAR-076,164,63,1.2,48.9,0
PAR-076,165,62.6,1.21,49.3,0
PAR-076,166,62.6,1.19,48.8,0
PAR-076,167,63.1,1.18,48.7,0
PAR-076,168,62.9,1.18,48.5,0
PAR-076,169,63.3,1.17,48.7,0
PAR-076,170,63.7,1.17,48.8,0
PAR-076,171,64.1,1.17,49,0
PAR-076,172,63.7,1.18,48.2,0
PAR-076,173,63.2,1.18,48.2,0
PAR-076,174,63.1,1.19,48.4,0
PAR-076,175,63.4,1.18,48,0
PAR-076,176,63.3,1.17,46.9,0
PAR-076,177,63.2,1.15,47,0
PAR-076,178,63,1.15,46.7,0
PAR-076,179,63.3,1.16,46.7,0
PAR-076,180,63.4,1.15,47.1,0
PAR-076,181,64.1,1.16,46.9,0
PAR-076,182,63.8,1.17,47.8,0
PAR-076,183,64.1,1.16,47.7,0
PAR-076,184,64.3,1.17,47.7,0
PAR-076,185,64,1.18,47.7,0
PAR-076,186,64,1.2,47.4,0
PAR-076,187,63.4,1.21,47.7,0
PAR-076,188,63.6,1.19,47.6,0
PAR-076,189,63.7,1.19,47.8,0
PAR-076,190,63.3,1.19,48.8,0
PAR-076,191,63.3,1.2,48.5,0
PAR-076,192,63.4,1.22,49.9,0
PAR-076,193,63.6,1.23,50.4,0
PAR-076,194,63.8,1.23,50.5,0
PAR-076,195,64,1.21,50.5,0
PAR-076,196,64.2,1.22,51,0
PAR-076,197,64.1,1.24,51.3,0
PAR-076,198,64.2,1.24,51.1,0
PAR-076,199,64.5,1.25,51.1,0
PAR-076,200,64.6,1.24,50.9,0
PAR-076,201,64.9,1.21,49.9,0
PAR-076,202,64.9,1.21,49.5,0
PAR-076,203,64.4,1.22,49.2,0
PAR-076,204,64.5,1.2,48.5,0
PAR-076,205,64.5,1.2,48.1,0
PAR-076,206,64.5,1.2,48.5,0
PAR-076,207,64.2,1.19,48.6,0
PAR-076,208,64.3,1.18,48.2,0
PAR-076,209,64.3,1.19,48.2,0
PAR-076,210,64.7,1.2,48.3,0
PAR-076,211,65,1.2,48.2,0
PAR-076,212,65.2,1.19,47.8,0
PAR-076,213,64.8,1.2,47.7,0
PAR-076,214,64.9,1.2,47.9,0
PAR-076,215,64.4,1.2,48.3,0
PAR-076,216,64.7,1.2,48.5,0
PAR-076,217,64.7,1.21,49.4,0
PAR-076,218,64.6,1.21,49.8,0
PAR-076,219,64.8,1.2,50.2,0
PAR-076,220,64.9,1.19,50.6,0
PAR-076,221,64.9,1.19,50.8,0
PAR-076,222,64.5,1.21,50.5,0
PAR-076,223,64.5,1.21,50,0
PAR-076,224,64.1,1.22,49.8,0
PAR-076,225,64,1.21,49.4,0
PAR-076,226,63.7,1.23,48.9,0
PAR-076,227,63.8,1.24,48.7,0
PAR-076,228,63.6,1.25,48.9,0
PAR-076,229,63.8,1.25,48.2,0
PAR-076,230,64.1,1.23,47.8,0
PAR-076,231,64.3,1.22,48.6,0
PAR-076,232,64.6,1.2,48.4,0
PAR-076,233,64.8,1.2,47.7,0
PAR-076,234,64.4,1.18,47.1,0
PAR-076,235,64.2,1.2,47.4,0
PAR-076,236,64,1.19,48.1,0
PAR-076,237,64.3,1.19,49.1,0
PAR-076,238,64.4,1.21,49.6,0
PAR-076,239,64.4,1.22,50.1,0
PAR-076,240,64.4,1.22,50.3,0
PAR-076,241,64.5,1.22,50.6,0
PAR-076,242,64.4,1.23,50.4,0
PAR-076,243,63.6,1.23,50.6,0
PAR-076,244,63.5,1.23,50.4,0
PAR-076,245,63.5,1.21,51,0
PAR-076,246,63.7,1.22,50.8,0
PAR-076,247,63.8,1.23,51.2,0
PAR-076,248,63.7,1.2,50.6,0
PAR-076,249,64.5,1.19,49.9,0
PAR-076,250,64.8,1.2,49,0
PAR-076,251,64.8,1.21,48.4,0
PAR-076,252,64.6,1.22,47.9,0
PAR-076,253,65.2,1.21,47.6,0
PAR-076,254,64.9,1.2,47.6,0
PAR-076,255,64.7,1.19,47.7,0
PAR-076,256,65.1,1.18,48.3,0
PAR-076,257,65.2,1.19,48.2,0
PAR-076,258,65.3,1.18,48.2,0
PAR-076,259,64.8,1.18,48.3,0
PAR-076,260,65.3,1.19,48.6,0
PAR-076,261,65,1.21,48.8,0
PAR-076,262,65.2,1.2,49,0
PAR-076,263,65.1,1.21,48.4,0
PAR-076,264,65,1.2,48,0
PAR-076,265,65.5,1.19,47.7,0
PAR-076,266,65.8,1.18,47.7,0
PAR-076,267,65.6,1.19,48.5,0
PAR-076,268,65.2,1.19,48.2,0
PAR-076,269,65.1,1.18,47.9,0
PAR-076,270,65.1,1.18,47.7,0
PAR-076,271,65.6,1.19,48.3,0
PAR-076,272,65.8,1.19,47.6,0
PAR-076,273,65.9,1.18,47.2,0
PAR-076,274,65.6,1.19,47,0
PAR-076,275,65.3,1.19,47.1,0
PAR-076,276,64.9,1.2,47.8,0
PAR-076,277,65,1.21,48.1,0
PAR-076,278,65.5,1.23,48.2,0
PAR-076,279,65.5,1.22,48,0
PAR-076,280,65.5,1.23,47.6,0
PAR-076,281,65.5,1.24,47.3,0
PAR-076,282,65.5,1.24,48.2,0
PAR-076,283,64.9,1.22,48,0
PAR-076,284,64.6,1.23,48.5,0
PAR-076,285,65.1,1.23,49.8,0
PAR-076,286,64.9,1.25,49.7,0
PAR-076,287,65.2,1.24,49.8,0
PAR-076,288,65.1,1.24,50.6,0
PAR-076,289,65.4,1.24,50.2,0
PAR-076,290,66.1,1.25,50.3,0
PAR-076,291,66.2,1.24,50.3,0
PAR-076,292,65.6,1.25,50.6,0
PAR-076,293,65.7,1.24,50.6,0
PAR-076,294,65.5,1.25,50.3,0
PAR-076,295,65.5,1.25,49.9,0
PAR-076,296,65.4,1.24,49.8,0
PAR-076,297,65.4,1.23,49.4,0
PAR-076,298,65.6,1.23,49,0
PAR-076,299,65.8,1.23,48.7,0
PAR-076,300,65.2,1.24,48.7,0
PAR-076,301,65.6,1.25,49.3,0
PAR-076,302,65.8,1.24,49.5,0
PAR-076,303,65.9,1.23,49.6,0
PAR-076,304,66,1.22,48.3,0
PAR-076,305,65.8,1.21,48.2,0
PAR-076,306,66.2,1.2,47.5,0
PAR-076,307,66.2,1.18,48,0
PAR-076,308,66.3,1.17,48.4,0
PAR-076,309,66.2,1.17,47.9,0
PAR-076,310,66.5,1.16,48.5,0
PAR-076,311,66.3,1.17,48.8,0
PAR-076,312,66.6,1.18,48.9,0
PAR-076,313,66.1,1.17,48.8,0
PAR-076,314,66.3,1.18,48.3,0
PAR-076,315,66.2,1.15,48.3,0
PAR-076,316,66.4,1.15,48.8,0
PAR-076,317,66.9,1.16,49.1,0
PAR-076,318,67,1.16,49.5,0
PAR-076,319,67.3,1.17,50.1,0
PAR-076,320,67.1,1.17,49,0
PAR-076,321,67.6,1.16,49.3,0
PAR-076,322,67.5,1.16,49.9,0
PAR-076,323,67,1.16,49.7,0
PAR-076,324,67.3,1.16,48.7,0
PAR-076,325,67.5,1.17,47.7,0
PAR-076,326,67.4,1.19,47.9,0
PAR-076,327,67.1,1.2,47.8,0
PAR-076,328,66.5,1.23,48.2,0
PAR-076,329,65.7,1.23,49.2,0
PAR-076,330,65.9,1.23,49,0
PAR-076,331,65.9,1.22,48.2,0
PAR-076,332,65.9,1.2,48.9,0
PAR-076,333,66.3,1.21,49,0
PAR-076,334,66,1.2,48.3,0
PAR-076,335,66,1.21,48.4,0
PAR-076,336,66.1,1.2,47.7,0
PAR-076,337,65.7,1.2,47.3,0
PAR-076,338,65.4,1.22,47.7,0
PAR-076,339,65.3,1.19,47.8,0
PAR-076,340,65.5,1.17,47.3,0
PAR-076,341,65.2,1.19,47.6,0
PAR-076,342,65.1,1.19,48.5,0
PAR-076,343,64.9,1.18,47.6,0
PAR-076,344,64.9,1.18,47.4,0
PAR-076,345,64.9,1.17,47.6,0
PAR-076,346,65.5,1.18,47.6,0
PAR-076,347,65.6,1.18,47.7,0
PAR-076,348,65.7,1.18,48.4,0
PAR-076,349,66,1.18,48.9,0
PAR-076,350,65.8,1.17,48.9,0
PAR-076,351,65.9,1.18,49.8,0
PAR-076,352,65.7,1.18,49.6,0
PAR-076,353,66,1.17,49.3,0
PAR-076,354,65.8,1.18,49.3,0
PAR-076,355,66,1.19,49.7,0
PAR-076,356,66.4,1.22,50.1,0
PAR-076,357,66.1,1.21,50,0
PAR-076,358,66.4,1.22,49.6,0
PAR-076,359,66.4,1.22,50.3,0
PAR-076,360,66.6,1.22,50.6,0
PAR-076,361,66.7,1.22,50.7,0
PAR-076,362,66.8,1.23,50.4,0
PAR-076,363,66.6,1.22,50,0
PAR-076,364,66.3,1.21,49.6,0
PAR-076,365,66,1.21,49.6,0
PAR-076,366,65.9,1.2,48.3,0
PAR-076,367,65.7,1.19,46.2,0
PAR-076,368,65.6,1.18,43.9,0
PAR-076,369,65.2,1.18,39.9,0
PAR-076,370,65.1,1.2,35.9,0
PAR-076,371,64.1,1.19,31,0
PAR-076,372,63.2,1.16,25.7,0
PAR-076,373,62.8,1.16,20.6,0
PAR-076,374,62.1,1.15,16.7,0
PAR-076,375,61.3,1.14,13.5,0
PAR-076,376,60.7,1.12,11.4,0
PAR-076,377,60,1.12,9.7,0
PAR-076,378,58.4,1.09,7.6,0
PAR-076,379,58,1.06,6.5,0
PAR-076,380,57.4,1.04,5.2,0
PAR-076,381,56.7,1.03,4.3,0
PAR-076,382,56.3,1.03,4.1,0
PAR-076,383,55.8,1.03,3.4,0
PAR-076,384,54.9,1.02,3.3,0
PAR-076,385,53.8,1.04,2.5,0
PAR-076,386,53.2,1.05,2.2,0
PAR-076,387,52.2,1.05,0.9,0
PAR-076,388,51.3,1.01,1,0
PAR-076,389,50.5,1,0.3,0
PAR-076,390,49.8,1.03,0.2,0
PAR-076,391,49.1,1.01,0,0
PAR-076,392,48.7,1.01,0,0
PAR-076,393,48.2,0.98,0,0
PAR-076,394,47.3,0.98,0,0
PAR-077,0,22.8,1.01,0,0
PAR-077,1,22.4,1.01,0,0
PAR-077,2,22,1.01,0,0
PAR-077,3,21.8,1.01,0,0
PAR-077,4,22,1.01,0,0
PAR-077,5,22.2,1.01,0,0
PAR-077,6,22.2,1.01,0,0
PAR-077,7,22.4,1.01,0,0
PAR-077,8,22.5,1.01,0,0
PAR-077,9,22.4,1.01,0,0
PAR-077,10,22.7,1.01,0,0
PAR-077,11,22.9,1.01,0,0
PAR-077,12,23.3,1.01,0,0
PAR-077,13,23.4,1.01,0,0
PAR-077,14,23.4,1.01,0,0
PAR-077,15,23.5,1.01,0,0
PAR-077,16,23.4,1.01,0,0
PAR-077,17,23.5,1.01,0,0
PAR-077,18,23.5,1.01,0,0
PAR-077,19,23.5,1.01,0,0
PAR-077,20,23.8,1.01,0,0
PAR-077,21,24.1,1.01,0,0
PAR-077,22,23.7,1.01,0,0
PAR-077,23,23.3,1.01,0,0
PAR-077,24,23.7,1.01,0,0
PAR-077,25,23.8,1.01,0,1
PAR-077,26,23.8,1.01,0.1,3
PAR-077,27,23.8,1.01,0.1,5
PAR-077,28,24.1,1.01,0.1,8
PAR-077,29,24.6,1.01,0.1,11
PAR-077,30,24.9,1.01,0.1,13
PAR-077,31,24.8,1.01,0,15
PAR-077,32,24.6,1.01,0,16
PAR-077,33,24.6,1.01,0,16
PAR-077,34,24.8,1.01,0.1,17
PAR-077,35,24.4,1.01,0,17
PAR-077,36,25.1,1.01,0,17
PAR-077,37,25.2,1.01,0,17
PAR-077,38,25.2,1.01,0,18
PAR-077,39,25.4,1.01,0,18
PAR-077,40,25.3,1.01,0,18
PAR-077,41,25.8,1.01,0,18
PAR-077,42,26.1,1.01,0,18
PAR-077,43,26.3,1.01,0,18
PAR-077,44,26.6,1.01,0,18
PAR-077,45,27.5,1.01,0,18
PAR-077,46,28.3,1.01,0,18
PAR-077,47,28.4,1.01,0,19
PAR-077,48,28.7,1.01,0,19
PAR-077,49,29.2,1.01,0,20
PAR-077,50,29.4,1.01,0,20
PAR-077,51,29.5,1.01,0.1,21
PAR-077,52,30.3,1.01,0.1,21
PAR-077,53,30.9,1.01,0,21
PAR-077,54,30.8,1.01,0,21
PAR-077,55,30.7,1.01,0,21
PAR-077,56,30.7,1.01,0,22
PAR-077,57,31.2,1.01,0,21
PAR-077,58,31.2,1.01,0.1,22
PAR-077,59,30.9,1.01,0.1,22
PAR-077,60,30.7,1.01,0.1,22
PAR-077,61,31.1,1.01,0.1,22
PAR-077,62,30.8,1.01,0,22
PAR-077,63,30.7,1.01,0,22
PAR-077,64,31.6,1.01,0,22
PAR-077,65,31.8,1.01,0,22
PAR-077,66,32,1.01,0,22
PAR-077,67,32.4,1.01,0,22
PAR-077,68,32.4,1.01,0,22
PAR-077,69,32.5,1.01,0,22
PAR-077,70,32.6,1.01,0,22
PAR-077,71,33.3,1.01,0,21
PAR-077,72,34,1.01,0,19
PAR-077,73,33.7,1.01,0,16
PAR-077,74,33.7,1.01,0,13
PAR-077,75,33.9,1.01,0,9
PAR-077,76,33.6,1.01,0.1,6
PAR-077,77,33.9,1.01,0,4
PAR-077,78,33.4,1.01,0,3
PAR-077,79,33.5,1.01,0,2
PAR-077,80,33.6,1.01,0,2
PAR-077,81,33.6,1.01,0,1
PAR-077,82,33.7,1.01,0,1
PAR-077,83,33.6,1.01,0,0
PAR-077,84,33.7,1.01,0,0
PAR-077,85,33.5,1.01,0.7,0
PAR-077,86,33.4,1.02,3.7,0
PAR-077,87,33.7,1.03,6.3,0
PAR-077,88,34.1,1.04,11.1,0
PAR-077,89,34.5,1.05,14.9,0
PAR-077,90,35.5,1.06,20.4,0
PAR-077,91,36.3,1.1,26.1,0
PAR-077,92,36.7,1.13,31.5,0
PAR-077,93,37.7,1.16,36,0
PAR-077,94,38.3,1.17,38.4,0
PAR-077,95,39.1,1.18,41,0
PAR-077,96,39.7,1.16,41.6,0
PAR-077,97,40,1.16,41.9,0
PAR-077,98,41.1,1.15,42.1,0
PAR-077,99,41.7,1.17,44.4,0
PAR-077,100,42.5,1.18,44.8,0
PAR-077,101,42.6,1.21,45.6,0
PAR-077,102,43.2,1.22,45.9,0
PAR-077,103,44.5,1.21,46.3,0
PAR-077,104,45.3,1.2,47,0
PAR-077,105,46.1,1.18,47.4,0
PAR-077,106,47.1,1.19,48.1,0
PAR-077,107,48.2,1.18,47.8,0
PAR-077,108,49,1.19,47.6,0
PAR-077,109,49.6,1.18,47.1,0
PAR-077,110,50.6,1.18,47.1,0
PAR-077,111,51.2,1.19,47.6,0
PAR-077,112,52.3,1.2,48.1,0
PAR-077,113,52.8,1.21,48,0
PAR-077,114,53.7,1.18,47.1,0
PAR-077,115,54.1,1.18,47.1,0
PAR-077,116,55,1.17,47.4,0
PAR-077,117,55.9,1.17,47.2,0
PAR-077,118,57,1.17,48.2,0
PAR-077,119,57.7,1.17,47.6,0
PAR-077,120,58.8,1.17,47.9,0
PAR-077,121,59.3,1.18,48.1,0
PAR-077,122,59.8,1.16,48,0
PAR-077,123,60,1.17,48.1,0
PAR-077,124,60.6,1.17,48.5,0
PAR-077,125,62,1.16,48.5,0
PAR-077,126,62.5,1.16,48.3,0
PAR-077,127,62.5,1.16,47.2,0
PAR-077,128,62.6,1.16,47.3,0
PAR-077,129,62.5,1.17,46.7,0
PAR-077,130,62.5,1.18,47.4,0
PAR-077,131,62.5,1.19,46.8,0
PAR-077,132,62.4,1.16,47.1,0
PAR-077,133,62.3,1.16,47,0
PAR-077,134,63.3,1.19,46.8,0
PAR-077,135,63.5,1.17,46.8,0
PAR-077,136,63.4,1.17,47,0
PAR-077,137,63.5,1.17,46.9,0
PAR-077,138,63.9,1.18,47.5,0
PAR-077,139,64,1.21,48.1,0
PAR-077,140,64.2,1.23,48.2,0
PAR-077,141,64.5,1.22,48.4,0
PAR-077,142,64.4,1.2,48.4,0
PAR-077,143,64.7,1.19,48.5,0
PAR-077,144,64.8,1.19,48.2,0
PAR-077,145,64.8,1.19,47.9,0
PAR-077,146,64.9,1.17,47.7,0
PAR-077,147,64.6,1.17,47.1,0
PAR-077,148,64.7,1.18,47.3,0
PAR-077,149,65.1,1.19,47.5,0
PAR-077,150,65.1,1.18,47.6,0
PAR-077,151,65.1,1.19,47.5,0
PAR-077,152,64.8,1.18,47.1,0
PAR-077,153,64.7,1.18,46.3,0
PAR-077,154,64.9,1.18,46.3,0
PAR-077,155,64.5,1.18,46,0
PAR-077,156,64.5,1.19,46.6,0
PAR-077,157,64.4,1.19,48.1,0
PAR-077,158,64.3,1.21,48.1,0
PAR-077,159,64.3,1.2,48.4,0
PAR-077,160,64.7,1.19,49.5,0
